,company,description,link,location,title
10,Accenture,"Accenture solves our clients' toughest challenges by providing unmatched services in strategy, consulting, digital, technology and operations. We partner with more than three-quarters of the Fortune Global 500, driving innovation to improve the way the world works and lives. With expertise across more than 40 industries and all business functions, we deliver transformational outcomes for a demanding new digital world. Accenture solves our clients’ toughest challenges by providing unmatched services in strategy, consulting, digital, technology and operations. We partner with more than three-quarters of the Fortune Global 500, driving innovation to improve the way the world works and lives. With expertise across more than 40 industries and all business functions, we deliver transformational outcomes for a demanding new digital world.
Job description:


The Software Engineer is a professional in objectoriented programing with expertise in back end technologies such as Java, PHP, Python, relational databases, nonrelational databases, MVC serverside frameworks, XML, JSON, REST services, and CMS implementations Adobe Experience Manager AEM, WordPress, Drupal, Sitecore, etc.
A software developer can work on several projects providing solutions that follow best practices.

Requirements:


Strong experience in JAVA.
+3 years of experiencies in the area.
Good English skills in writing, reading, and speaking.
Strong Object Oriented Programming OOP foundations encapsulation, abstraction, inheritance and polymorphism.
Advanced knowledge and experience with MVC frameworks.
 Experience with Web Services engines Experience with REST SOAP interfaces definition and usage.
Experience with serverside template engines Knowledge of : HTML5, CSS, and JavaScript Strong knowledge of source versioning tools SVN and Git.
Experience configuring and using integration servers Jenkins, Hudson, VSTS, Travis, Bamboo and similar.
Academic background on software engineering.",https://cr.indeed.com/rc/clk?jk=e2f4b8a176a8f2f2&fccid=a4e4e2eaf26690c9&vjs=3,"San José, Provincia de San José",Software Developer Analyst
11,Sysde,"Requisitos:

Bachillerato Universitario en alguna carrera de Ciencias de la
Computación o Desarrollo de Software.
Conocimiento General en iOS, Android, y / o Windows Mobile.
Experiencia trabajando SQL.
Dominio de JSON.
Experiencia en uso de Web Services.
Conocimiento en DeviceAnywhere, PerfectoMobile y Unit Testing.
Conocimiento de lenguajes: Objective-C, Java, C#.
Conocimiento de plataformas como: PhoneGap, JQTouch, Appcelerator y iWebkit.
Conocimiento de sistemas operativos: iOS, Blackberry OS y Android.
Conocimiento de protocolos de Internet ( HTTP, HTTPS).
Conocimiento de Metodologías ágiles, TDD.
Se requiere certificación en Scrum Master.
Disponibilidad Inmediata (Indispensable)
 Aplicar por esta vía y además enviar CV a: soluciones@gurunet.biz
RLehITeDN3",https://cr.indeed.com/rc/clk?jk=461ce74c26888b7f&fccid=d269171e772d70de&vjs=3,"San Pedro, Provincia de San José",Front End Developer.
12,Empleos.net,"Crear o modificar programas usando diferentes lenguajes de programación y herramientas. Revisar, modificar y da mantenimiento a las aplicaciones existentes realizando las funciones que se describen a continuación.

Requisitos del Puesto
Título universitario en Ingeniería en Computación.Estudios comprobados en Bases de Datos SQL Server, MySQL, Desarrollo de aplicaciones web, web responsive, creación y modificación de API’s y web services.

Experiencia Deseada
De 1 a 2 años en manejo y programación de sistemas.",https://cr.indeed.com/rc/clk?jk=349e7d32f0b85f20&fccid=436f4d53ebb29844&vjs=3,"San José, Provincia de San José",JUNIOR SOFTWARE DEVELOPER
13,Mobilize,"Locations:
San José, Costa Rica
Bellevue, WA

Responsibilities:
Develop, implement, test, and deploy customer solutions.
Write mapping extensions to enrich the Mobilize software solution.

Tech skills (must):
Strong knowledge in: .NET framework, Classic ASP, ASP.NET, C#, and Windows Forms.
Knowledge in: HTML5, Bootstrap, Java, J2EE, TypeScript, jQuery, VB.NET, COM/COM+, VB6, CSS, JavaScript, ASP.NET MVC, MVVC

Years of experience:
0-2 years

Education:
Bachelor Degree in Systems Engineering, Software Engineering or equivalent.

English level:
90%",https://cr.indeed.com/rc/clk?jk=63bea5d805713a17&fccid=490c6be7654ad415&vjs=3,"San José, Provincia de San José",Entry Software Developer
14,Comcentric,"We are seeking for an Oracle Developer in San Jose, CA for a 4+-month contract (potential conversion to perm). In this role, you will design, develop, and deliver Database components of software applications using PL/SQL and other Oracle tools and technology. You will modify, and tests code, scripts and forms that allow a system to run different types of applications. Execute trial runs of software applications, review programs and perform system analysis.
2-4 years’ experience with Oracle Development, SQL, Unix/Linux Scripting basics and proficiency in the eco system
Knowledge of Python and other scripting languages.
Tableau, Power BI, and ETL background experience
***Must be able to pass a drug test and background check***

If qualified, interested and available (or know of somebody who is), please reply with an updated resume and rate for immediate consideration to lorena.mendez@comcentric.com
Sorry no sponsorship available for this role. Must be US Citizen or Greencard Holder.
Sincerely,

Lorena Mendez
Recruiter
Comcentric Inc.
lorena.mendez@comcentric.com
(720) 446-5835",https://cr.indeed.com/rc/clk?jk=ad77b4a4ed2bac8f&fccid=c14cd58239fe452f&vjs=3,"San José, Provincia de San José","Oracle Developer in San Jose, CA"
15,Intertec International,"Roles/Responsibilities - Under the supervision of experienced Technical Resources, including, but not limited to:* Analyze user requirements* Research, Designing and Writing software programs* Troubleshoot and maintain integration environments* Update our unit tests and framework* Develop web based automation tests* Help create production level assets for client side code* Assist with product deployments* Application configuration management* Writing systems to control the scheduling of jobs on a mainframe computer or to control the access allowed to users or remote systems* Writing operational documentation with technical authors* Maintaining systems by monitoring and correcting software defects* Working closely with other staff, such as project managers, graphic artists, designers, developers, systems analysts, and sales and marketing professionals* Consulting with clients/colleagues concerning the maintenance and performance of software systems and with a view to writing or modifying current operating systems* Continually updating technical knowledge and skills by attending in-house and/or external courses, reading manuals and accessing new applications.Requirements:* To be an active and advances college student (must)* Ability to multitask in a deadline oriented environment* Ability to understand project requirements.* Analytical and problem solving skills.* Organizational, interpersonal, work management and analytical skills* Ability to facilitate effective team interaction, and to establish open, candid and trusting relationships within the team* Detail and task oriented* Ability to work under pressure and by objectives* Ability to work with cross functional teams and to keep abreast of latest technologies.* Participating in a University degree program, preferably in Systems Engineering, Computer Science, or similar* English skills - both writing and speakingJob Type: InternshipSalary: ₡400,000.00 to ₡450,000.00 /monthEducation:Bachelor's (Preferred)Language:English (Preferred)",https://cr.indeed.com/company/Intertec-International/jobs/Java-developer-internships-available-74ff348c462d59f8?fccid=554fcc4628bc3691&vjs=3,"Heredia, Provincia de Heredia",Java Developer Internships Available!
16,Manatí,"Buscamos una persona con experiencia en desarrollo backend para Drupal, que se integre a nuestro equipo de trabajo. Manatí cuenta con un equipo con formaciones variadas, algo que nos permite tener un acercamiento único a la web, a través de la diversidad, inclusión y colaboración.
En nuestro equipo de trabajo estarás a cargo de desarrollar funcionalidades nuevas en sitios existentes, corregir problemas existentes, realizar cambios solicitados por el cliente y desarrollar sitios nuevos “from scratch”. Se trabajará en un ambiente ágil, con un equipo parcial o totalmente remoto, en constante comunicación con nuestros clientes tratando siempre de aportarles valor con nuestro trabajo.
Responsabilidades
Desarrollar proyectos mayormente con Drupal para distintas plataformas y sistemas operativos.
Usar buenas prácticas tanto en metodología de trabajo como en código.
Crear módulos personalizados cuando así sea necesario.
Utilizar módulos contribuidos cuando sean la mejor opción.
Trabajar con diferentes herramientas de desarrollo (VCS, CI, ambiente de desarrollo, etc).
Realizar y recibir peer reviews.
Participar en estimaciones para proyectos nuevos y existentes.
Trabajar de forma cercana con los clientes para realizar entregas de valor, brindar consultorías y consejos cuando se requiera.
Detalles del puesto
Requerido
Que sepás programar en PHP, usando OOP (Object Oriented Programming).
Que te sintás cómodo(a) trabajando con Git.
Que hayás trabajado (y ojalá desarrollado) con Drupal.
Que manejés HTML y sepás cómo funciona CSS y Javascript. (No esperamos que escribás CSS, pero saber cómo funciona es parte del desarrollo.)
Que seás capaz de comunicarte en inglés de forma fluida, tanto de manera oral como escrita.
Que tengás curiosidad por las nuevas tecnologías (lo sabemos… es difícil mantenerse al día pero ¡eso es parte del reto!).
Que te considerés detallista y minucioso sobre tu flujo de trabajo y tu código.
Que sepás comunicarte con tus compañeros y con tus clientes de forma oral y escrita.
Que sepás autoadministrar tu tiempo.
Preferido
Que hayás trabajado con Github o Bitbucket (PRs).
Que tengás experiencia en configuración de Linux.
Que hayás trabajado con metodologías Agile como Scrum.
Que tengás pasión por el Open Source, interés en comunidades y compartir el conocimiento adquirido al equipo y en eventos.
¿Qué diferencia a Manatí?
Somos una empresa 100% costarricense. Creemos que nuestro equipo es lo más importante y lo valoramos más que cualquier cosa.
Estos son los beneficios que obtenés al trabajar en Manatí:
Te contrataremos por planilla.
Trabajá desde donde querás. Somos una empresa semi distribuida. Incentivamos a nuestro equipo a realizar trabajo desde donde quieran. Desde tu contratación podrás hacer teletrabajo algunos días por semana; después de 6 meses, cuando querás.
Carga de trabajo razonable. En Manatí nuestro equipo tiene reservado trabajo para clientes por alrededor de 36 horas a la semana. El resto de las horas son para reuniones de equipo, apoyo en estimaciones, contribuciones a Software Libre y desarrollo personal.
Horario flexible. Esperamos que nuestro equipo sea responsable y comunicativo. Si no se afecta el trabajo del equipo, podés utilizar el tiempo de manera flexible.
Vacaciones: el máximo por ley es nuestro mínimo. Incentivamos a nuestro equipo a que tomen vacaciones regularmente, siempre y cuando no afecten el trabajo con clientes, fechas de entrega u otras responsabilidades.
Usá tu propio equipo. En Manatí te podemos brindar tu equipo, pero si querés usar el tuyo, nada más tenés que cumplir con nuestros requisitos de seguridad.
Conferencias y crecimiento personal. Cada miembro del equipo con más de 6 meses de trabajar en la empresa, tiene un presupuesto de $1500 anuales para certificaciones, cursos o conferencias en el exterior. Aquí podrás leer por qué nos importa.
Suscripción de Spotify. ¿Tenés cuenta de Spotify? Nosotros la pagamos. ¿No tenés cuenta de Spotify? La música es importante en la vida, entonces nosotros te la regalamos :)
Flujo de trabajo de clase mundial. Utilizamos automatización y peer reviews para que nuestro código sea lo mejor que pueda ser. Creamos nuestro propio ambiente de trabajo, el cual es una manifestación de nuestra filosofía de desarrollo.
Excelente cultura y trabajo en equipo. Creemos que el ambiente de trabajo debe incentivar a las personas a crecer. Compartir el conocimiento está dentro de nuestro ADN, así como hacer de nuestro trabajo algo con propósito y divertido.
15% de descuento en el gimnasio Wellness Studio. Como parte de los beneficios de la Comunidad Impact Hub.
¿Dónde estamos?
Estamos en un espacio de coworking llamado Impact Hub San José en Los Yoses, donde convergen diariamente diferentes emprendimientos en un ambiente que promueve la innovación.
Podés conocer más sobre nosotros en https://www.estudiomanati.com/about-us.html
¿Te interesa? Aplicá, queremos conocerte.
Para aplicar, necesitamos que incluyás lo siguiente en tu aplicación:
Cover letter, donde nos contés por qué te interesa aplicar a Manatí.
Curriculum.
¿Cómo te enteraste de esta oportunidad?",https://cr.indeed.com/rc/clk?jk=e782e231b93c32c4&fccid=966b23edd348f0e8&vjs=3,"San Pedro, Provincia de San José",Backend Developer for Drupal
17,Intertec International,"Job Description:

Major Functions/Responsibility:

Create and maintain TSQL Queries and Stored procedures.
Create and maintain reports.
Query optimization.
Assist developers with SQL tasks.
Peer reviews and query auditing.
Develop data Extraction-Transform-Load processes as required.
Design and present projects to improve current process and overall platform.
Attend meetings and training as required.
Leads or mentors other developers as needed.
Work with product management for the successful completion projects.
Follow established department procedures, policies, and processes.

Experience Required:

4 years developing with Microsoft SQL Server and T-SQL.
3 years SQL Server Reporting Services.
3 year experience with SQL Server Integration Services.
Excellent problem solving abilities.
Organize and prioritize individual workload in order to meet required deadlines.
Communicate effectively with team members, team leads, and on occasion with clients.
Work as a member of a team, accept ownership of work and actively contribute in team discussions.
Excellent decision-making skills.

Experience Preferred:

SQL Server Integration Services (SSIS).
SQL Server Analysis Services (SSAS).
Subversion (SVN).
Familiar with Agile methodologies.",https://cr.indeed.com/rc/clk?jk=40d09cbbc095fdc3&fccid=554fcc4628bc3691&vjs=3,"Heredia, Provincia de Heredia",SQL Developer
18,MicroPort Orthopedics,"Overall PurposeThe Sr. Applications Developer - JDE supports software development and support activities for JD Edwards and peripheral systems, performs functional application guidance, requirements gathering, configuration design, setup, implementation of functional applications within or congruent to JD Edwards. The candidate will be system focused and perform duties as assigned. Primary responsibilities of position include working under direct supervision of Manager/Lead. The candidate will also exhibit progressive working knowledge of computer concepts, practices and procedures.Skills RequirementsExperience with Object Oriented Event Driven programming; C, C++Experienced and knowledgeable with regulatory agency requirements for proper software implementation, documentation, validation, and controls.Experience with the following are a Plus : iSeries development, DB2, RPG/400, CL, SQL, Bottomline Transform, Qlikview, RFSmartExcellent verbal, written and interpersonal communication skills.Strong organizational, multi-tasking, and time-management skills.Principal Responsibilities1. Lead business requirements gathering and reviews to understand and define system goals and technical system requirements; provide functional and technical design activities.2. Design JD Edwards solutions, including BSSV based solutions, based on business requirements to meet business needs.3. Build solutions (code, test, configure) based on business requirements; ability to review/revise artifacts (code, design documents, test cases, configure) created by consultants and employees.4. Create and execute unit and integration tests; lead and coordinate user acceptance testing (internal/external).5. Assist in developing company standards and processes to support development and support activities.Other DutiesPlease note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.EXPERIENCE REQUIREMENTSMinimum 5 years' Developer experience with software, including software design, configuration, testing, and deployment in a controlled environment is required.Strong business knowledge of JD Edwards E1, as well as experience with JDE Business Services Layer: BSSV and RTE; business functions, master business functions and NER is highly preferred.EDUCATION REQUIREMENTSAssociate's Degree requiredBachelor's Degree preferred**All candidates: Please completely fill out the online application and attach a resume that includes your current role, experience, education and contact information.**Search Firm Representatives Please Read Carefully: MicroPort Orthopedics. is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails. All resumes submitted by search firms to any employee at MicroPort via email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of MicroPort. No fee will be paid in the event the candidate is hired by MicroPort as a result of the referral or through other means.Job Type: Full-timeExperience:Developer: 5 years (Required)Education:Associate (Preferred)",https://cr.indeed.com/company/MicroPort-Orthopedics/jobs/Senior-applications-developer-7ee26e70b5022dc4?fccid=6baae7ae1fb64e0a&vjs=3,"San José, Provincia de San José",Sr. Applications Developer - JD Edwards
19,Gorilla Logic,"Full-time employment with Gorilla Logic
Work out of our very cool office in San Jose, Costa Rica
Position available to start ASAP; Flexible for 30-day notice
Fun environment and flexible work schedule
Paid company private insurance and compensated days off
Product ownership, close-knit team, and endless opportunities within company!
Web Developer
Gorilla Logic is working with our client who is looking for a Web Developer, who will work with a team of engineers building and maintaining our client’s systems. Based in San Jose, Costa Rica, this is a key role within our client’s engineering team, requiring extensive Front-End development experience. Our environment will require you to work effectively with your teammates, of course. But your real success will be measured by how well you couple critical thinking with self-motivation, enthusiasm and determination.

Requirements
Bachelor’s degree in Computer Science or related field (or equivalent experience)
3-5+ years of web development experience with JavaScript
Must be experienced with Git
Exceptional knowledge of web development including JavaScript, HTML5 and CSS3 is required
6-12+ months experience with Angular 2+, React and/or Vue.js
Exceptional knowledge of TypeScript
Exceptional understanding of asynchronous request handling, partial page updates and AJAX
Understanding of image authoring and web design tools such as PhotoShop, Sketch and/or Illustrator
Must have the ability to work in a dynamic, fast-paced environment
Strong communication skills to interact with Agile team members",https://cr.indeed.com/rc/clk?jk=4eae4c093954d89c&fccid=b838251710713c3c&vjs=3,"San José, Provincia de San José",Web Developer
